Hospital Name,Latitude,Longitude,Hospital Network,State
St. Kansas Clinic,25.908465938965506,-102.96127583552796,Mayo Clinic,Vermont
University Massachusetts Hospital,43.062952588562865,-86.01732937442435,Cleveland Clinic,Pennsylvania
St. Arizona Infirmary,39.83697225815381,-78.6492386426092,Mayo Clinic,Iowa
Memorial Louisiana Medical Center,43.94798429384302,-71.27850963114187,Cleveland Clinic,Iowa
University Wisconsin Clinic,41.922628041393274,-91.51948513113453,Advocate Aurora Health,North Dakota
Mercy Maine Infirmary,38.247251711487195,-117.05529173761985,CommonSpirit Health,South Carolina
University Ohio Infirmary,27.330321996587625,-96.47657648789972,Trinity Health,Massachusetts
Memorial Rhode Island Infirmary,42.78865476456492,-96.70229151493426,Mayo Clinic,Massachusetts
Community Nebraska Health Center,37.42147597216348,-104.27060002610841,Mayo Clinic,New Mexico
Community Oregon Healthcare,44.56994028403601,-70.18142589151566,Providence,Washington
Children's Pennsylvania Infirmary,24.79921386061964,-109.71253819812382,Providence,Montana
General Alaska Healthcare,42.1761387913607,-82.76179414206541,Mayo Clinic,South Carolina
Children's Michigan Clinic,30.75271231718248,-96.72085727650249,Cleveland Clinic,New Mexico
Community South Dakota Health Center,29.73246153127859,-124.20913418925895,Ascension,Wisconsin
Regional Maryland Clinic,41.7277570715833,-110.87836996108955,Mayo Clinic,Kansas
Children's Georgia Medical Center,45.34763037427132,-118.01674772798918,Tenet Healthcare,Virginia
Regional Kentucky Healthcare,34.34292619974697,-103.33146135184619,Trinity Health,New York
University Georgia Infirmary,38.16212953910329,-101.03750603107862,Mayo Clinic,Indiana
St. Massachusetts Health Center,48.627303980280836,-84.07046809186646,Tenet Healthcare,Virginia
Children's Indiana Medical Center,48.42735614685525,-87.09600641430146,Cleveland Clinic,Arizona
University Connecticut Health Center,33.74990039299983,-121.89376033600263,Providence,North Carolina
Children's Rhode Island Hospital,30.22026362028599,-124.42039615342281,Tenet Healthcare,Oregon
Regional Utah Health Center,29.068799305477906,-90.89757684525085,Ascension,Vermont
Community Massachusetts Infirmary,48.64511306733747,-95.91602924449282,Providence,Florida
Mercy Iowa Clinic,34.14494667695138,-79.8645721478477,Ascension,Montana
University Illinois Clinic,47.51021017309925,-72.23204407367419,Ascension,Virginia
Mercy Arkansas Health Center,25.78650538835055,-103.99646308472211,HCA Healthcare,Kansas
Mercy South Carolina Clinic,45.89940502079965,-105.96527470012118,Ascension,Tennessee
Memorial Arkansas Health Center,32.25311261897294,-72.27121440409806,Providence,Iowa
Regional Delaware Healthcare,44.52819574576992,-72.71846947317101,Providence,Florida
Mercy New Jersey Health Center,47.05692800879489,-75.56122146907057,Ascension,Missouri
St. Florida Clinic,33.31382299202978,-95.86093484471532,Providence,Florida
Community Tennessee Medical Center,34.29433805901869,-114.99891985674286,HCA Healthcare,Florida
Mercy Wyoming Hospital,40.27143491092968,-86.38642537487944,Providence,Idaho
Community Minnesota Health Center,28.71698913408364,-110.52922706593029,Tenet Healthcare,Missouri
Regional Iowa Infirmary,42.88131015079804,-111.24262545513409,Dignity Health,Maryland
Children's Indiana Health Center,35.87429982489628,-121.29503782506065,Mayo Clinic,Arkansas
St. New Hampshire Medical Center,30.93780677995896,-85.43472901734087,Cleveland Clinic,Wisconsin
Regional Ohio Clinic,27.06016993440159,-81.74460594937571,Providence,Kansas
University New Hampshire Medical Center,41.94587875058947,-74.84936869275451,Ascension,Texas
Memorial North Carolina Infirmary,30.557149073505474,-92.26566445111251,HCA Healthcare,Delaware
Regional Alabama Healthcare,30.59704451380029,-105.05446969487217,Trinity Health,California
St. Arizona Health Center,29.155527458621247,-116.35213637693599,Cleveland Clinic,Minnesota
St. Ohio Medical Center,37.69032785616639,-67.76955399688799,CommonSpirit Health,Virginia
Regional Maryland Infirmary,37.09091345747669,-112.7896582140661,Trinity Health,Iowa
University Indiana Medical Center,39.52518971771347,-114.31868707192261,Cleveland Clinic,Wisconsin
University Vermont Health Center,41.076441107464674,-80.12561123715935,Cleveland Clinic,South Carolina
St. Rhode Island Healthcare,30.908893668062316,-80.23848504667947,Dignity Health,Florida
General Nevada Clinic,40.95058956640932,-102.233588850996,Advocate Aurora Health,Kentucky
Community Rhode Island Medical Center,47.451042524638694,-114.4891730484208,Ascension,Hawaii
Mercy Hawaii Medical Center,29.44075521308541,-84.53666542100531,Providence,New York
Regional Massachusetts Infirmary,32.24985915037884,-87.34922803716952,CommonSpirit Health,Mississippi
St. Texas Infirmary,45.39014142086371,-113.8109858691898,Trinity Health,Maine
Memorial Wisconsin Infirmary,32.825354180189066,-119.0343918886894,Advocate Aurora Health,Massachusetts
Children's Mississippi Healthcare,26.746435040586174,-104.5993348296926,CommonSpirit Health,North Carolina
Memorial Florida Clinic,35.99916232927641,-79.49893961797167,Tenet Healthcare,Alabama
Children's Iowa Healthcare,48.92796296216383,-76.69197243173217,Tenet Healthcare,Vermont
Community Virginia Hospital,34.87037018837776,-118.84484645281125,Tenet Healthcare,New Mexico
Memorial Maryland Infirmary,37.06579952665194,-114.62454462194286,Dignity Health,New Mexico
Regional West Virginia Clinic,42.55057448009885,-69.15783610129553,Advocate Aurora Health,Maine
Community North Dakota Infirmary,25.295649441312932,-93.08300230257865,Advocate Aurora Health,Michigan
General Montana Medical Center,27.362228259388047,-91.47054768232199,Advocate Aurora Health,Kansas
Memorial North Carolina Healthcare,41.95258690301908,-76.70400534628709,Ascension,Iowa
Community South Dakota Hospital,45.99661661542537,-105.21284197061343,Cleveland Clinic,Vermont
Community Delaware Medical Center,48.80905715656587,-84.75577672545266,Trinity Health,Rhode Island
Regional Minnesota Infirmary,45.93407649227082,-84.274139458238,Dignity Health,New Jersey
Memorial South Carolina Hospital,44.484140561473524,-104.57965274044116,Dignity Health,Missouri
General Mississippi Clinic,37.12357441290048,-81.01040102341861,Tenet Healthcare,Arizona
University Florida Medical Center,47.735776890170385,-96.35814183775051,CommonSpirit Health,Ohio
Children's Illinois Infirmary,34.87053337227518,-124.73753267849551,Dignity Health,Vermont
Mercy Arizona Healthcare,46.80230038039725,-74.26835513594477,Dignity Health,South Carolina
Memorial Georgia Infirmary,27.414467779363946,-95.40777151681937,Dignity Health,Arizona
Regional Alaska Health Center,38.739603294122205,-78.63850931805422,Dignity Health,New Mexico
Mercy Hawaii Clinic,26.645425732768118,-77.76700816813715,Ascension,Massachusetts
Memorial Wisconsin Healthcare,33.576010027396194,-105.75472211074955,Mayo Clinic,Montana
St. Arizona Health Center,26.64113502752922,-111.41814981736263,Cleveland Clinic,Wyoming
Mercy Iowa Clinic,41.20445029037165,-100.44966474380018,Tenet Healthcare,Illinois
Memorial North Dakota Health Center,39.3457690714809,-68.99380922383726,Providence,South Dakota
General New Hampshire Infirmary,32.74614186664174,-107.68308669121089,Cleveland Clinic,West Virginia
University Missouri Infirmary,25.005083086892967,-69.84453063890317,Dignity Health,Alaska
Community California Medical Center,44.66349284390269,-83.7031730394701,Providence,Kentucky
St. Montana Medical Center,37.576375100814005,-80.70474691572176,CommonSpirit Health,Louisiana
Memorial Texas Medical Center,33.55235834219353,-123.68976909728359,Cleveland Clinic,South Dakota
University New Hampshire Healthcare,30.78819876746927,-114.22005165353318,Dignity Health,Michigan
University Ohio Healthcare,40.12456706615015,-91.14497192157401,CommonSpirit Health,Virginia
Children's Wisconsin Healthcare,38.19946371149908,-97.57228308074637,Trinity Health,Connecticut
Memorial Colorado Medical Center,24.689164156432472,-82.48384071623585,Mayo Clinic,Indiana
General Minnesota Health Center,48.85709295423348,-68.82078336994866,Ascension,Tennessee
Children's Pennsylvania Medical Center,42.95632900462704,-119.42311132851383,Dignity Health,Wisconsin
Memorial Massachusetts Hospital,24.437535968565435,-91.38096076539846,Mayo Clinic,Louisiana
Mercy New Jersey Clinic,41.84653867507082,-101.08067696607951,Tenet Healthcare,Idaho
General Iowa Hospital,43.19693373381032,-122.64272156807152,Dignity Health,Wisconsin
Regional California Medical Center,27.34517742355643,-103.88449694758401,CommonSpirit Health,Wyoming
University Rhode Island Clinic,31.46960213991112,-76.37958737017726,Advocate Aurora Health,Washington
General Alabama Health Center,42.073311066444695,-71.20146923709743,Advocate Aurora Health,Pennsylvania
Regional Arizona Infirmary,45.02178768354615,-86.59693255176202,Providence,Iowa
Community Montana Infirmary,46.56482391771969,-74.27850397991534,Ascension,Washington
University Arkansas Infirmary,43.96048543966947,-71.90214886903041,Mayo Clinic,Maryland
St. Indiana Healthcare,30.953489649523743,-94.42963983016385,Providence,Ohio
Memorial Arkansas Healthcare,44.746124093339795,-96.93278708024039,Cleveland Clinic,Alaska
Mercy Maryland Clinic,39.98063974082241,-114.74230002416743,Trinity Health,Tennessee
Community Pennsylvania Clinic,42.47299135330191,-93.77736930776177,CommonSpirit Health,Kentucky
Regional South Dakota Health Center,44.085576446376905,-106.87423851129022,Mayo Clinic,North Carolina
Children's Minnesota Infirmary,43.20294503540286,-87.36225272844842,Dignity Health,New Mexico
Community Indiana Health Center,44.81873426634392,-93.81010324293496,Trinity Health,Kansas
Memorial Kentucky Health Center,43.259227528914195,-81.70430982287104,Dignity Health,Oklahoma
Mercy Michigan Infirmary,47.97562698889826,-114.77716277439167,Ascension,Arizona
University Oklahoma Medical Center,35.23664530053674,-120.0401834770933,Ascension,Minnesota
General Maryland Healthcare,41.59607973632893,-82.53910989410073,Mayo Clinic,Virginia
St. South Dakota Hospital,34.69732136977021,-106.29726346927944,Trinity Health,Alabama
Regional Wyoming Infirmary,41.11492087358919,-78.92607939944824,Cleveland Clinic,Washington
St. Rhode Island Healthcare,32.13637151302765,-92.50889715155185,Advocate Aurora Health,Virginia
St. Idaho Healthcare,25.35918586299137,-92.82716709629985,Ascension,Idaho
General South Carolina Healthcare,36.313506561022606,-91.6530413928189,Providence,Wyoming
Mercy Montana Infirmary,24.690641548985646,-99.43196487333347,Trinity Health,Kentucky
University Connecticut Health Center,45.55364921832227,-120.24078007257336,Providence,Missouri
General Ohio Healthcare,30.644064646149033,-113.76779756667872,Cleveland Clinic,Delaware
Community Oregon Infirmary,48.09030371526623,-111.22868665194306,HCA Healthcare,Colorado
Community Oregon Infirmary,29.350983004428265,-122.13860804904232,Trinity Health,Alabama
Regional Massachusetts Health Center,43.395512964305695,-105.50758786708664,Providence,West Virginia
Children's New Jersey Health Center,34.69668532587426,-67.77127660895579,CommonSpirit Health,North Carolina
Mercy Alabama Clinic,40.66429143322304,-115.62244385326119,Providence,Louisiana
Community South Carolina Clinic,29.783722014346854,-100.82260401797346,Trinity Health,Alabama
St. Massachusetts Medical Center,38.0741618531421,-73.50627976293728,Tenet Healthcare,Iowa
Community Rhode Island Medical Center,42.52944522024814,-102.45713873396028,Cleveland Clinic,Nevada
General North Carolina Clinic,35.363126355375165,-95.43225254606187,Ascension,Nebraska
Children's Montana Medical Center,33.844298249695896,-89.29482397906811,Ascension,Oregon
Regional New Mexico Health Center,48.76888206616255,-107.62308079633156,Dignity Health,Vermont
University Hawaii Clinic,38.215151765766464,-93.05654796779032,CommonSpirit Health,Oregon
Memorial Wisconsin Health Center,27.0185009717335,-119.51045149046767,Dignity Health,Iowa
University Nebraska Hospital,27.68843672899417,-109.47978668043848,Providence,Wyoming
Community Nebraska Medical Center,42.597188582887085,-117.22294041127961,Providence,Kentucky
St. Wyoming Healthcare,44.80077691921055,-87.03080138666341,HCA Healthcare,Louisiana
Regional Utah Health Center,47.05730109891853,-92.63990645956227,Mayo Clinic,Colorado
Regional Indiana Hospital,47.457064493967934,-83.55007955584823,Advocate Aurora Health,Indiana
University Minnesota Clinic,46.953737840679864,-79.8500944111617,HCA Healthcare,Massachusetts
General Massachusetts Hospital,36.79726870347982,-76.44496163947215,Dignity Health,North Carolina
Mercy Missouri Healthcare,27.847160063844804,-109.29664065181572,Ascension,New York
St. West Virginia Infirmary,40.13566465976845,-73.16538850166,Cleveland Clinic,Illinois
Mercy Idaho Infirmary,26.8179584687927,-72.23754841915922,CommonSpirit Health,Texas
General Vermont Healthcare,41.303523407117325,-68.87123375500107,Advocate Aurora Health,South Dakota
St. Montana Infirmary,47.434463303051686,-85.90390566529427,Ascension,Oregon
General Maryland Infirmary,32.36494790031149,-99.84887307677717,Providence,Vermont
Regional Vermont Healthcare,33.577074156010084,-117.50835343146872,CommonSpirit Health,Virginia
Regional Connecticut Health Center,28.506917316207122,-68.90860985273011,CommonSpirit Health,Kentucky
Regional Alabama Hospital,39.39142860984638,-86.32985602523063,Ascension,Ohio
St. Pennsylvania Healthcare,33.192365107387424,-120.12427336289774,Advocate Aurora Health,Arizona
General North Dakota Health Center,34.674475985050925,-88.5427582652565,Advocate Aurora Health,West Virginia
Children's Nebraska Clinic,30.756757317388807,-90.97551908221459,Trinity Health,West Virginia
General Alabama Medical Center,40.727264100264065,-112.18300998652003,Providence,Nebraska
University Missouri Healthcare,34.18075543645966,-105.69666196395262,Advocate Aurora Health,Hawaii
Children's Virginia Clinic,27.75926325190286,-103.26442300667124,Providence,Louisiana
Children's Utah Infirmary,24.80152072421134,-122.0839257716165,Providence,Connecticut
Regional Hawaii Medical Center,39.863287225769895,-124.30303032398449,Trinity Health,Maine
Community Ohio Infirmary,30.508487581217235,-101.69539522183177,Mayo Clinic,Indiana
Mercy Illinois Medical Center,37.001385184767564,-102.13088972296276,Mayo Clinic,Massachusetts
Memorial North Carolina Hospital,30.50751588880972,-119.80824999670739,Ascension,Mississippi
Memorial New Mexico Health Center,34.723641822827695,-75.43517381836344,CommonSpirit Health,California
General Wyoming Healthcare,29.259509291434963,-75.97272992588282,Cleveland Clinic,Mississippi
St. Tennessee Hospital,26.556673926751138,-89.12920546257266,Ascension,Rhode Island
Regional Maryland Medical Center,32.31272551086839,-75.19409180864525,Dignity Health,Washington
Memorial Arkansas Medical Center,36.505717623271565,-104.40847729697887,Ascension,Arkansas
Children's Virginia Hospital,26.945680784969483,-99.47782659272934,Mayo Clinic,Maryland
General Mississippi Infirmary,42.3053089107374,-84.03523520515074,HCA Healthcare,Michigan
Community Delaware Medical Center,35.8415305880132,-120.14123012434112,Mayo Clinic,Massachusetts
